sentence	provenance
Enables truly deterministic builds, while easily specifying only what you want. 	"functionalities"
Open Source Fast Scalable Machine Learning Platform. 	"functionalities"
Machine learning evaluation metrics. 	"functionalities"
Numenta Platform for Intelligent Computing. 	"functionalities"
The most popular Python library for Machine Learning. 	"functionalities"
Apache Spark 's scalable Machine Learning library. 	"functionalities"
Lightweight Python wrapper for Vowpal Wabbit . 	"functionalities"
Scalable, portable, and distributed gradient boosting library. 	"functionalities"
Python programming on Microsoft Windows. 	"functionalities"
Object oriented Python Distribution based on Qt and Spyder. 	"functionalities"
Unofficial Windows binaries for Python extension packages. 	"functionalities"
Python Integration with the .NET Common Language Runtime (CLR). 	"functionalities"
Python Extensions for Windows. 	"functionalities"
Portable development environment for Windows 7/8. 	"functionalities"
Miscellaneous   Useful libraries or tools that don't fit in the categories above. 	"functionalities"
Process signal/event dispatching system. 	"functionalities"
Various helpers to pass trusted data to untrusted environments. 	"functionalities"
simple but flexible plugin system for Python. 	"functionalities"
set of tools to provide lightweight pipelining in Python. 	"functionalities"
Writing crontab file in Python like a charm. 	"functionalities"
Python job scheduling for humans. 	"functionalities"
powerful workflow engine implemented in pure Python. 	"functionalities"
Python library that helps to make task execution easy, consistent and reliable. 	"functionalities"
Airflow is a platform to programmatically author, schedule and monitor workflows. 	"functionalities"
Logging   Libraries for generating and working with logs. 	"functionalities"
Logging for complex & distributed systems. 	"functionalities"
Logging replacement for Python. 	"functionalities"
(Python standard library) Logging facility for Python. 	"functionalities"
Python client for Sentry, a log/error tracking, crash reporting and aggregation platform for web applications. 	"functionalities"
Modern responsive template for the Django admin interface with improved functionality. 	"functionalities"
Simple and extensible administrative interface framework for Flask. 	"functionalities"
A Django app which creates automatic web UIs for Python scripts. 	"functionalities"
Python implementation of algorithms and design patterns. 	"functionalities"
Fast, pure-Python implementation of SortedList, SortedDict, and SortedSet types. 	"functionalities"
Open web audio processing framework. 	"functionalities"
Libraries for implementing authentications schemes. 	"functionalities"
A generic and thorough implementation of the OAuth request-signing logic. 	"functionalities"
A build system for creating, assembling and deploying applications from multiple parts. 	"functionalities"
library for creating command line interfaces from absolutely any Python object. 	"functionalities"
A command line HTTP client, a user-friendly cURL replacement. 	"functionalities"
An open source framework for building computer vision applications. 	"functionalities"
Concurrency and Parallelism   Libraries for concurrent and parallel execution. 	"functionalities"
Declarative statistical visualization library for Python. 	"functionalities"
Interactive and realtime 2D/3D/Image plotting and science/engineering widgets. 	"functionalities"
Statistical data visualization using Matplotlib. 	"functionalities"
High-performance scientific visualization based on OpenGL. 	"functionalities"
Databases implemented in Python. 	"functionalities"
A wrapper of the psycopg2 library for interacting with PostgreSQL. 	"functionalities"
The Python client for Redis. 	"functionalities"
A library for clearing up the inconvenient truths that arise dealing with datetimes. 	"functionalities"
Software and libraries for DevOps. 	"functionalities"
Framework agnostic REST framework based on lessons learned from Tastypie. 	"functionalities"
Providing best-practice pipelines for fully automated high throughput sequencing analysis. 	"functionalities"
A chemical toolbox designed to speak the many languages of chemical data. 	"functionalities"
Markov Chain Monte Carlo sampling toolkit. 	"functionalities"
Advanced Python REPL built on top of the  python-prompt-toolkit. 	"functionalities"
Tokenization For sentence-level tasks (or sentence-pair) tasks, tokenization is very simple. 	"functionalities"
All of the code in this repository works out-of-the-box with CPU, GPU, and Cloud TPU. 	"functionalities"
At FAIR, Detectron has enabled numerous research projects, including:  Feature Pyramid Networks for Object Detection ,  Mask R-CNN ,  Detecting and Recognizing Human-Object Interactions ,  Focal Loss for Dense Object Detection ,  Non-local Neural Networks ,  Learning to Segment Every Thing ,  Data Distillation: Towards Omni-Supervised Learning ,  DensePose: Dense Human Pose Estimation In The Wild , and  Group Normalization. 	"functionalities"
In this paper, we show that deep learning methods can be leveraged to train a model end-to-end to automatically generate code from a single input image with over 77% of accuracy for three different platforms. 	"functionalities"
Even assuming a mature version of pix2code able to generate GUI code with 100% accuracy for every platforms/languages in the universe, front-enders will still be needed to implement the logic, the interactive parts, the advanced graphics and animations, and all the features users love. 	"functionalities"
Then, using a single command, you create and start all the services from your configuration. 	"functionalities"
Distributed computing : can run  Latent Semantic Analysis  and Latent Dirichlet Allocation  on a cluster of computers. 	"functionalities"
On OS X, NumPy picks up the BLAS that comes with it automatically, so you don’t need to do anything special. 	"functionalities"
This version has been tested under Python 2.7, 3.5 and 3.6. 	"functionalities"
Gensim’s github repo is hooked against  Travis CI for automated testing  on every commit push and pull request. 	"functionalities"
Support for Python 2.6, 3.3 and 3.4 was dropped in gensim 1.0.0. 	"functionalities"
Internally, it uses these validator functions to check for the presence of required arguments. 	"functionalities"
However, by using  GooeyParser , you can extend these functions with your own validation rules. 	"functionalities"
For simple cases, output strings which resolve to a numeric representation of the completion percentage 	"functionalities"
For more complicated outputs, you can pass in a custom evaluation expression to transform the things however you need. 	"functionalities"
These can be overridden with your own custom images/icons by telling Gooey to search additional directories when initializing. 	"functionalities"
Requests officially supports Python 2.7 & 3.4–3.7, and runs great on PyPy. 	"functionalities"
An experimental library for Functional Reactive Programming in Scala (reactive variables). 	"functionalities"
An experimental library for Functional Reactive Programming in Scala (reactive variables). 	"functionalities"
Scalaz ZIO ★ 529  - A type-safe, composable library for asynchronous and concurrent programming in Scala   SynapseGrid ★ 109 ⧗ 1  - an FRP framework for constructing reactive real-time immutable data flow systems. 	"functionalities"
It implements an original way of running and organizing event-driven systems based on Petri nets. 	"functionalities"
The library is compatible with Akka and can seamlessly communicate with other actors. 	"functionalities"
A polyglot reactive application platform for the JVM which aims to be an alternative to node.js. 	"functionalities"
Scala extensions for Google Guice 	"functionalities"
Lightweight Scala Dependency Injection Library. 	"functionalities"
A toolkit and runtime for building highly concurrent, distributed, and fault tolerant event-driven applications. 	"functionalities"
A library for expressive and efficient service composition 	"functionalities"
Distributed & Persistent Redis Clone built with Scala & Akka. 	"functionalities"
Neural Machine Translation using sequence-to-sequence RNN with attention (OpenNMT). 	"functionalities"
This package provides a library and a command-line tool named  , which makes it possible to get arbitrary-sized files and directories (or short pieces of text) from one computer to another. 	"functionalities"
Support for all kinds of courses (i.e., "Old Platform"/time-based as well as "New Platform"/on-demand courses). 	"functionalities"
Complete control over front-end design and structure. 	"functionalities"
Scales to millions of pages and thousands of editors. 	"functionalities"
Fast out of the box, cache-friendly when you need it. 	"functionalities"
Content API for 'headless' sites with de-coupled front-end. 	"functionalities"
Runs on a Raspberry Pi or a multi-datacenter cloud platform. 	"functionalities"
StreamField encourages flexible content without compromising structure. 	"functionalities"
Powerful, integrated search, using Elasticsearch or PostgreSQL. 	"functionalities"
Excellent support for images and embedded content. 	"functionalities"
Multi-site and multi-language ready. 	"functionalities"
Embraces and extends Django. 	"functionalities"
You can't load the whole archive into calibre. 	"functionalities"
Despite its unassuming name, bup is pretty cool. 	"functionalities"
Maybe prose is more useful after all. 	"functionalities"
Powerful version control with a gorgeous interface. 	"functionalities"
A simple, powerful database manager for macOS. 	"functionalities"
A Modern PostgreSQL client for Mac. 	"functionalities"
A modern MySQL CRUD application. 	"functionalities"
The easiest way to get started with PostgreSQL on the Mac. 	"functionalities"
It provides update-in-place, fluent query builder, ES6 syntax support and True IntelliSense experience. 	"functionalities"
A simple MongoDB GUI. 	"functionalities"
The GUI for MongoDB. 	"functionalities"
Cross-platform GUI management tool for Redis. 	"functionalities"
Free and open 3D creation software. 	"functionalities"
A super simple plugin manager for Sketch. 	"functionalities"
Quickly create interactive prototypes of mobile, desktop, or web apps. 	"functionalities"
is a professional vector graphics editor. 	"functionalities"
A bitmap image editor. 	"functionalities"
Open-source digital painting software for concept artists, digital painters, and illustrators. 	"functionalities"
An application for designing animated and interactive user interfaces. 	"functionalities"
A free lightweight 8-bit voxel editor and interactive path tracing renderer. 	"functionalities"
Easily export your screen into a layered PSD file. 	"functionalities"
A free, open-source tool for making diagrams and GUI prototyping. 	"functionalities"
The most popular mind-mapping tool on the planet. 	"functionalities"
Practical mind-mapping software with free whiteboard-like layout. 	"functionalities"
A tool for interactive prototyping. 	"functionalities"
Open-source tool to compress images. 	"functionalities"
Create and personalize icons from your pictures. 	"functionalities"
Compress images with PNG format and remove transparency. 	"functionalities"
A color-picking tool, supports Retina. 	"functionalities"
A professional color matching application for your Mac. 	"functionalities"
An All-in-one screenshot app. 	"functionalities"
A png image assembler/disassembler app. 	"functionalities"
Record your screen and export to GIF. 	"functionalities"
You can change the recording area anytime during recording. 	"functionalities"
An open-source screen-recorder built with web technology. 	"functionalities"
A screen capture application with a powerful annotation capabilities. 	"functionalities"
It's fast, easy and free. 	"functionalities"
Icon management tool to organize or search your icons. 	"functionalities"
A powerful, commercial VM developed by VMware. 	"functionalities"
An open-source WeChat client, build with Electron . 	"functionalities"
Users can exchange images, text, video and any other digital documents. 	"functionalities"
A third-party Weibo client for Mac OS. 	"functionalities"
A third-party Facebook messenger for Mac. 	"functionalities"
Developer friendly with Markdown syntax support. 	"functionalities"
A communication tool for enterprise use. 	"functionalities"
The extensible command-line chat client. 	"functionalities"
A fast email client. 	"functionalities"
A fast email client. 	"functionalities"
Simple, beautiful and powerful email client. 	"functionalities"
A free, open-source, and cross-platform media player. 	"functionalities"
#1 high-definition audio player for Mac and iPhone. 	"functionalities"
Third party Google Play Music client. 	"functionalities"
A minimal, beautifully designed music player. 	"functionalities"
Open-source compositing software. 	"functionalities"
Free, open-source music notation software. 	"functionalities"
A free, open-source audio player. 	"functionalities"
A tool to decode, convert and play various 'lossless' audio files. 	"functionalities"
A simple, powerful, beautiful media player. 	"functionalities"
Free open-source video editor. 	"functionalities"
A simple, powerful, efficient subtitle creation software. 	"functionalities"
Free audio, video and image conversion software. 	"functionalities"
Synfig Studio is free, open-source 2D animation software. 	"functionalities"
A Comprehensive Media Tool for macOS. 	"functionalities"
Making High Quality Video Encoding Accessible for Everyone. 	"functionalities"
Read Compiled HTML (.chm) documents on your Mac. 	"functionalities"
A new way to manage highlights for Kindle and iBooks. 	"functionalities"
A Mac read later client supporting all major providers: Instapaper, Pocket and Readability. 	"functionalities"
A news reader for Feedbin, Feedly, Feed Wrangler and so on. 	"functionalities"
A rich-format editor featuring Markdown export and Markdown syntax hints. 	"functionalities"
A truly minimal Markdown editor featuring seamless live preview. 	"functionalities"
Infamous note-taking app, available on many platforms. 	"functionalities"
Note-taking app by Microsoft. 	"functionalities"
UI Layout without XML  Android SDK leverages XML to build UI layouts. 	"functionalities"
Listeners Android API defines many listener interfaces for callback notifications. 	"functionalities"
The Mesos Version Manager (mvm) compiles, configures, and manages multiple versions of Apache Mesos. 	"functionalities"
Implementations of Monoids for interesting approximation algorithms, such as Bloom filter, HyperLogLog and CountMinSketch. 	"functionalities"
Currently we have 12 trackers, covering web, mobile, desktop, server and IoT Collectors receive Snowplow events from trackers. 	"functionalities"
We facilitate building a music app and other amazing products. 	"functionalities"
You can also extend with new instances/instance factories. 	"functionalities"
The package also supports saving simple (non-nested) DataFrame. 	"functionalities"
It's fast, boilerplate-free, and allows users to easily swap in/out different serialization formats (such as binary, or JSON), or even to provide their own custom serialization format. 	"functionalities"
Glide supports fetching, decoding, and displaying video stills, images, and animated GIFs. 	"functionalities"
Bazel runs on Windows, macOS, and Linux. 	"functionalities"
This includes Oracle, MySQL, Derby, MSSQL, and others. 	"functionalities"
Known Issues There are some issues which Tinker can't dynamic update. 	"functionalities"
Do not support some Samsung models with os version android-21. 	"functionalities"
Due to Google Play Developer Distribution Agreement, we can't dynamic update our apk. 	"functionalities"
AndroidAnnotations is an Open Source framework that speeds up Android development. 	"functionalities"
It uses evolutionary algorithms such as a genetic algorithm to train artificial neural networks. 	"functionalities"
Usage examples: market segmentation, social networks analysis, organize computing clusters, astronomical data analysis, image compression, etc. 	"functionalities"
Usage examples: intrusion detection, fraud detection, system health monitoring, removing anomalous data from the dataset etc. 	"functionalities"
In case if you want to change the code and experiment with demo notebook you need to launch the notebook in Binder. 	"functionalities"
Once a list of new features to be added has been collected, the items should be ordered by priority. 	"functionalities"
Offering a complete set of widgets, GTK is suitable for projects ranging from small one-off projects to complete application suites. 	"functionalities"
Create your own challenges, categories, hints, and flags from the Admin Interface. 	"functionalities"
Check recent updates before submitting your pull requests. 	"functionalities"
Fix something and open a pull request. 	"functionalities"
Check for open issues or open a fresh issue to start a discussion around a feature idea or a bug. 	"functionalities"
Search issues with the "help wanted" tag. 	"functionalities"
I welcome every contribution to the list; for guidelines look the contributing section. 	"functionalities"
If you would like to contribute code you can do so through GitHub by forking the repository and sending a pull request. 	"functionalities"
For questions about how to use Locust, feel free to contact the community by the Slack or ask questions on Stack Overflow tagged Locust. 	"functionalities"
NeuralCoref is production-ready, integrated in spaCy's NLP pipeline and extensible to new training datasets. 	"functionalities"
XSStrike is a Cross Site Scripting detection suite equipped with four hand written parsers, an intelligent payload generator, a powerful fuzzing engine and an incredibly fast crawler. 	"functionalities"
HBase is a distributed, scalable, big data store.	"functionalities"
